EID_100001, Durant, Henriette, (024) 777 588 511, henriette.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_101252, Jones, Bryan, (024) 777 454 666, bryan.jones@heig-vd.ch, MALE, HEG, Professeur
EID_101253, Clément, Christine, (024) 777 365 863, christine.clement@heig-vd.ch, FEMALE, EC, Assistant
EID_101254, Jones, Anne, (024) 777 610 547, anne.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_101255, Delon, Edgar, (024) 777 738 474, edgar.delon@heig-vd.ch, MALE, HEG, Professeur
EID_101256, Simpson, Emil, (024) 777 891 309, emil.simpson@heig-vd.ch, MALE, EC, Assistant
EID_101257, De Villiers, Emilie, (024) 777 779 378, emilie.devilliers@heig-vd.ch, FEMALE, EC, Administratif
EID_101258, Clément, Amélie, (024) 777 718 755, amelie.clement@heig-vd.ch, FEMALE, EC, Professeur
EID_101259, Smith, Bryan, (024) 777 746 652, bryan.smith@heig-vd.ch, MALE, TIC, Administratif
EID_101260, Smith, Carole, (024) 777 617 454, carole.smith@heig-vd.ch, FEMALE, TIC, Professeur
EID_101261, Jones, Charles, (024) 777 126 288, charles.jones@heig-vd.ch, MALE, TIN, Administratif
EID_101262, Durant, Emil, (024) 777 873 880, emil.durant@heig-vd.ch, MALE, TIN, Administratif
EID_101263, Dupond, Julien, (024) 777 196 792, julien.dupond@heig-vd.ch, MALE, TIN, Administratif
EID_101264, De Villiers, Henriette, (024) 777 834 397, henriette.devilliers@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101265, Dupond, Georgette, (024) 777 632 699, georgette.dupond@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101266, Clément, Christine, (024) 777 158 333, christine.clement@heig-vd.ch, FEMALE, TIN, Assistant
EID_101267, Bauer, Emil, (024) 777 422 838, emil.bauer@heig-vd.ch, MALE, DEPG, Administratif
EID_101268, Marchand, Aurore, (024) 777 481 352, aurore.marchand@heig-vd.ch, FEMALE, EC, Etudiant
EID_101269, Bauer, Aurore, (024) 777 178 723, aurore.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_101270, Clément, Evelyne, (024) 777 502 694, evelyne.clement@heig-vd.ch, FEMALE, DEPG, Professeur
EID_101271, Smith, Fabienne, (024) 777 271 175, fabienne.smith@heig-vd.ch, FEMALE, TIC, Assistant
EID_101272, Clément, Aurore, (024) 777 380 380, aurore.clement@heig-vd.ch, FEMALE, DEPG, Assistant
EID_101273, Delon, Aurore, (024) 777 178 685, aurore.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_101274, Smith, Albert, (024) 777 158 142, albert.smith@heig-vd.ch, MALE, HEG, Assistant
EID_101275, Marchand, Albert, (024) 777 482 843, albert.marchand@heig-vd.ch, MALE, HEG, Assistant
EID_101276, Simpson, Bernard, (024) 777 472 411, bernard.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_101277, Dupont, Guillaume, (024) 777 314 428, guillaume.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_101278, Clément, Carine, (024) 777 172 117, carine.clement@heig-vd.ch, FEMALE, EC, Administratif
EID_101279, De Villiers, Fabien, (024) 777 382 324, fabien.devilliers@heig-vd.ch, MALE, HEG, Assistant
EID_101280, Simpson, Henri, (024) 777 605 420, henri.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_101281, Simpson, Carole, (024) 777 746 615, carole.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_101282, De Decker, Albert, (024) 777 592 186, albert.dedecker@heig-vd.ch, MALE, HEG, Assistant
EID_101283, Dupont, Julie, (024) 777 478 748, julie.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_101284, Delon, Dorothé, (024) 777 370 711, dorothe.delon@heig-vd.ch, FEMALE, HEG, Assistant
EID_101285, De Villiers, Edgar, (024) 777 250 305, edgar.devilliers@heig-vd.ch, MALE, EC, Professeur
EID_101286, Jones, Irène, (024) 777 498 146, irene.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_101287, Simpson, Albert, (024) 777 263 758, albert.simpson@heig-vd.ch, MALE, COMEM, Professeur
EID_101288, De Villiers, Cédric, (024) 777 133 466, cedric.devilliers@heig-vd.ch, MALE, EC, Etudiant
EID_101289, De Decker, Emma, (024) 777 248 707, emma.dedecker@heig-vd.ch, FEMALE, HEG, Professeur
EID_101290, Belmondo, Bernadette, (024) 777 842 404, bernadette.belmondo@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101291, Dupond, Faustine, (024) 777 122 850, faustine.dupond@heig-vd.ch, FEMALE, HEG, Assistant
EID_101292, Dupond, Anne, (024) 777 832 297, anne.dupond@heig-vd.ch, FEMALE, HEG, Etudiant
EID_101293, Jones, Cédric, (024) 777 850 122, cedric.jones@heig-vd.ch, MALE, TIC, Professeur
EID_101294, Dupont, Emilie, (024) 777 830 634, emilie.dupont@heig-vd.ch, FEMALE, EC, Etudiant
EID_101295, De Decker, Bernard, (024) 777 333 353, bernard.dedecker@heig-vd.ch, MALE, EC, Professeur
EID_101296, Smith, Jimmy, (024) 777 273 342, jimmy.smith@heig-vd.ch, MALE, HEG, Assistant
EID_101297, Belmondo, Albert, (024) 777 142 116, albert.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_101298, Belmondo, Gilles, (024) 777 211 295, gilles.belmondo@heig-vd.ch, MALE, DEPG, Administratif
EID_101299, Belmondo, Carine, (024) 777 455 757, carine.belmondo@heig-vd.ch, FEMALE, EC, Administratif
EID_101300, De Decker, Albert, (024) 777 655 552, albert.dedecker@heig-vd.ch, MALE, EC, Etudiant
EID_101301, Dupond, Dylan, (024) 777 407 349, dylan.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_101302, Smith, Frédéric, (024) 777 312 306, frederic.smith@heig-vd.ch, MALE, TIN, Professeur
EID_101303, Delon, Julie, (024) 777 467 565, julie.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_101304, Belmondo, Charles, (024) 777 550 760, charles.belmondo@heig-vd.ch, MALE, HEG, Assistant
EID_101305, Smith, Danièle, (024) 777 861 115, daniele.smith@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101306, Dupont, Edgar, (024) 777 682 288, edgar.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_101307, Marchand, Julie, (024) 777 460 153, julie.marchand@heig-vd.ch, FEMALE, TIN, Assistant
EID_101308, Marchand, Gontran, (024) 777 731 822, gontran.marchand@heig-vd.ch, MALE, TIC, Administratif
EID_101309, Bauer, Jimmy, (024) 777 476 383, jimmy.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_101310, Jones, Julien, (024) 777 603 268, julien.jones@heig-vd.ch, MALE, HEG, Assistant
EID_101311, De Villiers, Anne, (024) 777 512 754, anne.devilliers@heig-vd.ch, FEMALE, TIN, Administratif
EID_101312, De Villiers, Luc, (024) 777 473 364, luc.devilliers@heig-vd.ch, MALE, DEPG, Etudiant
EID_101313, Simpson, Georgette, (024) 777 308 682, georgette.simpson@heig-vd.ch, FEMALE, EC, Professeur
EID_101314, De Villiers, Dylan, (024) 777 304 801, dylan.devilliers@heig-vd.ch, MALE, COMEM, Etudiant
EID_101315, Marchand, Emma, (024) 777 559 517, emma.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101316, Simpson, Julien, (024) 777 252 728, julien.simpson@heig-vd.ch, MALE, EC, Assistant
EID_101317, Simpson, Bryan, (024) 777 708 877, bryan.simpson@heig-vd.ch, MALE, DEPG, Assistant
EID_101318, Smith, Fabienne, (024) 777 263 672, fabienne.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101319, Delon, Carine, (024) 777 463 184, carine.delon@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101320, Jones, Fabienne, (024) 777 404 151, fabienne.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_101321, Clément, Julie, (024) 777 554 770, julie.clement@heig-vd.ch, FEMALE, EC, Etudiant
EID_101322, Clément, Bernadette, (024) 777 115 790, bernadette.clement@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101323, Clément, Faustine, (024) 777 598 114, faustine.clement@heig-vd.ch, FEMALE, HEG, Professeur
EID_101324, Clément, Gontran, (024) 777 493 560, gontran.clement@heig-vd.ch, MALE, TIC, Administratif
EID_101325, Clément, Bryan, (024) 777 775 546, bryan.clement@heig-vd.ch, MALE, HEG, Etudiant
EID_101326, Durant, Henriette, (024) 777 582 425, henriette.durant@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101327, Durant, Fabienne, (024) 777 822 721, fabienne.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_101328, Simpson, Dylan, (024) 777 156 371, dylan.simpson@heig-vd.ch, MALE, COMEM, Professeur
EID_101329, Durant, Emilie, (024) 777 149 682, emilie.durant@heig-vd.ch, FEMALE, DEPG, Professeur
EID_101330, Smith, Henriette, (024) 777 497 131, henriette.smith@heig-vd.ch, FEMALE, DEPG, Professeur
EID_101331, Durant, Gilles, (024) 777 161 339, gilles.durant@heig-vd.ch, MALE, EC, Etudiant
EID_101332, Bauer, Bryan, (024) 777 539 214, bryan.bauer@heig-vd.ch, MALE, COMEM, Professeur
EID_101333, De Decker, Charles, (024) 777 442 385, charles.dedecker@heig-vd.ch, MALE, DEPG, Administratif
EID_101334, Dupond, Julie, (024) 777 483 403, julie.dupond@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101335, Smith, Georgette, (024) 777 659 398, georgette.smith@heig-vd.ch, FEMALE, EC, Assistant
EID_101336, Delon, Bryan, (024) 777 577 830, bryan.delon@heig-vd.ch, MALE, DEPG, Etudiant
EID_101337, Durant, Carole, (024) 777 786 411, carole.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_101338, De Villiers, Emil, (024) 777 649 836, emil.devilliers@heig-vd.ch, MALE, DEPG, Etudiant
EID_101339, Durant, Julien, (024) 777 412 111, julien.durant@heig-vd.ch, MALE, COMEM, Etudiant
EID_101340, Durant, Bernard, (024) 777 691 455, bernard.durant@heig-vd.ch, MALE, HEG, Assistant
EID_101341, Jones, Irène, (024) 777 275 441, irene.jones@heig-vd.ch, FEMALE, HEG, Administratif
EID_101342, Bauer, Jimmy, (024) 777 653 448, jimmy.bauer@heig-vd.ch, MALE, TIN, Administratif
EID_101343, Clément, Fabien, (024) 777 704 270, fabien.clement@heig-vd.ch, MALE, EC, Etudiant
EID_101344, De Decker, Carole, (024) 777 761 531, carole.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101345, Jones, Emma, (024) 777 509 792, emma.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_101346, Belmondo, Albert, (024) 777 697 647, albert.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_101347, Simpson, Guillaume, (024) 777 506 831, guillaume.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_101348, Durant, Henri, (024) 777 695 155, henri.durant@heig-vd.ch, MALE, HEG, Assistant
EID_101349, Delon, Danièle, (024) 777 843 897, daniele.delon@heig-vd.ch, FEMALE, COMEM, Administratif
EID_101350, De Decker, Amélie, (024) 777 535 612, amelie.dedecker@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101351, Simpson, Luc, (024) 777 580 734, luc.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_101352, De Villiers, Aurore, (024) 777 545 765, aurore.devilliers@heig-vd.ch, FEMALE, COMEM, Assistant
EID_101353, Belmondo, Lucien, (024) 777 231 104, lucien.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_101354, Dupond, Carine, (024) 777 513 801, carine.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_101355, Simpson, Carine, (024) 777 187 575, carine.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_101356, Clément, Julie, (024) 777 159 113, julie.clement@heig-vd.ch, FEMALE, TIN, Professeur
EID_101357, Dupond, Emilie, (024) 777 889 212, emilie.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_101358, Belmondo, Evelyne, (024) 777 764 532, evelyne.belmondo@heig-vd.ch, FEMALE, HEG, Etudiant
EID_101359, Jones, Fabien, (024) 777 310 533, fabien.jones@heig-vd.ch, MALE, EC, Assistant
EID_101360, De Decker, Amélie, (024) 777 519 764, amelie.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_101361, Simpson, Fabrice, (024) 777 127 577, fabrice.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_101362, De Villiers, Fabrice, (024) 777 755 324, fabrice.devilliers@heig-vd.ch, MALE, TIC, Professeur
EID_101363, Belmondo, Anne, (024) 777 384 441, anne.belmondo@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101364, Dupont, Amélie, (024) 777 684 289, amelie.dupont@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101365, Durant, Anne, (024) 777 746 857, anne.durant@heig-vd.ch, FEMALE, DEPG, Professeur
EID_101366, Dupont, Danièle, (024) 777 630 592, daniele.dupont@heig-vd.ch, FEMALE, HEG, Etudiant
EID_101367, Delon, Luc, (024) 777 421 617, luc.delon@heig-vd.ch, MALE, TIN, Administratif
EID_101368, Delon, Carole, (024) 777 818 866, carole.delon@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101369, Simpson, Bryan, (024) 777 293 247, bryan.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_101370, Clément, Bernadette, (024) 777 621 641, bernadette.clement@heig-vd.ch, FEMALE, TIN, Etudiant
EID_101371, Dupond, Emma, (024) 777 240 535, emma.dupond@heig-vd.ch, FEMALE, EC, Administratif
EID_101372, Belmondo, Albert, (024) 777 663 665, albert.belmondo@heig-vd.ch, MALE, TIN, Assistant
EID_101373, Durant, Christine, (024) 777 671 601, christine.durant@heig-vd.ch, FEMALE, DEPG, Administratif
EID_101374, Dupond, Christine, (024) 777 398 759, christine.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_101375, De Villiers, Faustine, (024) 777 749 874, faustine.devilliers@heig-vd.ch, FEMALE, DEPG, Assistant
EID_101376, Dupont, Guillaume, (024) 777 124 286, guillaume.dupont@heig-vd.ch, MALE, EC, Etudiant
EID_101377, Belmondo, Aurore, (024) 777 217 210, aurore.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_101378, Durant, Christine, (024) 777 616 454, christine.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_101379, De Villiers, Julie, (024) 777 392 897, julie.devilliers@heig-vd.ch, FEMALE, TIN, Professeur
EID_101380, Smith, Albert, (024) 777 303 158, albert.smith@heig-vd.ch, MALE, DEPG, Professeur
EID_101381, Belmondo, Bernadette, (024) 777 756 289, bernadette.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_101382, Marchand, Henri, (024) 777 846 359, henri.marchand@heig-vd.ch, MALE, HEG, Assistant
EID_101383, Jones, Emma, (024) 777 693 328, emma.jones@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101384, Dupont, Cédric, (024) 777 536 823, cedric.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_101385, Smith, Dylan, (024) 777 657 718, dylan.smith@heig-vd.ch, MALE, COMEM, Professeur
EID_101386, Dupond, Christine, (024) 777 424 274, christine.dupond@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101387, Dupond, Luc, (024) 777 115 461, luc.dupond@heig-vd.ch, MALE, DEPG, Administratif
EID_101388, Clément, Carine, (024) 777 211 214, carine.clement@heig-vd.ch, FEMALE, EC, Professeur
EID_101389, Jones, Dorothé, (024) 777 508 870, dorothe.jones@heig-vd.ch, FEMALE, TIC, Professeur
EID_101390, Bauer, Faustine, (024) 777 643 658, faustine.bauer@heig-vd.ch, FEMALE, TIN, Administratif
EID_101391, Simpson, Georgette, (024) 777 618 388, georgette.simpson@heig-vd.ch, FEMALE, TIN, Etudiant
EID_101392, Delon, Frédéric, (024) 777 152 840, frederic.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_101393, De Villiers, Carine, (024) 777 480 561, carine.devilliers@heig-vd.ch, FEMALE, TIN, Professeur
EID_101394, Delon, Brigitte, (024) 777 585 180, brigitte.delon@heig-vd.ch, FEMALE, TIN, Professeur
EID_101395, Smith, Anne, (024) 777 169 154, anne.smith@heig-vd.ch, FEMALE, HEG, Professeur
EID_101396, Delon, Christine, (024) 777 277 690, christine.delon@heig-vd.ch, FEMALE, HEG, Professeur
EID_101397, Delon, Emilie, (024) 777 354 200, emilie.delon@heig-vd.ch, FEMALE, EC, Etudiant
EID_101398, Bauer, Emil, (024) 777 354 334, emil.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_101399, Bauer, Faustine, (024) 777 338 562, faustine.bauer@heig-vd.ch, FEMALE, HEG, Professeur
EID_101400, Dupond, Bernadette, (024) 777 211 816, bernadette.dupond@heig-vd.ch, FEMALE, TIC, Administratif
EID_101401, Smith, Brigitte, (024) 777 455 790, brigitte.smith@heig-vd.ch, FEMALE, HEG, Assistant
EID_101402, De Decker, Bryan, (024) 777 877 167, bryan.dedecker@heig-vd.ch, MALE, DEPG, Etudiant
EID_101403, Clément, Julie, (024) 777 154 414, julie.clement@heig-vd.ch, FEMALE, HEG, Professeur
EID_101404, Jones, Didier, (024) 777 234 659, didier.jones@heig-vd.ch, MALE, COMEM, Assistant
EID_101405, Delon, Bernard, (024) 777 344 392, bernard.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_101406, De Villiers, Dylan, (024) 777 467 500, dylan.devilliers@heig-vd.ch, MALE, TIC, Etudiant
EID_101407, Bauer, Albert, (024) 777 407 219, albert.bauer@heig-vd.ch, MALE, DEPG, Administratif
EID_101408, De Decker, Bernadette, (024) 777 235 404, bernadette.dedecker@heig-vd.ch, FEMALE, DEPG, Administratif
EID_101409, Jones, Faustine, (024) 777 541 423, faustine.jones@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_101410, Smith, Julien, (024) 777 490 659, julien.smith@heig-vd.ch, MALE, HEG, Assistant
EID_101411, Belmondo, Aurore, (024) 777 206 448, aurore.belmondo@heig-vd.ch, FEMALE, HEG, Administratif
EID_101412, Simpson, Bernadette, (024) 777 204 158, bernadette.simpson@heig-vd.ch, FEMALE, TIC, Professeur
EID_101413, Marchand, Evelyne, (024) 777 334 641, evelyne.marchand@heig-vd.ch, FEMALE, TIN, Etudiant
EID_101414, Smith, Frédéric, (024) 777 246 152, frederic.smith@heig-vd.ch, MALE, HEG, Professeur
EID_101415, Dupond, Faustine, (024) 777 124 197, faustine.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_101416, Durant, Lucien, (024) 777 431 716, lucien.durant@heig-vd.ch, MALE, TIN, Administratif
EID_101417, Smith, Emilie, (024) 777 676 783, emilie.smith@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101418, Marchand, Carole, (024) 777 503 167, carole.marchand@heig-vd.ch, FEMALE, EC, Etudiant
EID_101419, Delon, Frédéric, (024) 777 253 298, frederic.delon@heig-vd.ch, MALE, COMEM, Administratif
EID_101420, Durant, Edgar, (024) 777 607 692, edgar.durant@heig-vd.ch, MALE, EC, Etudiant
EID_101421, Smith, Henriette, (024) 777 517 281, henriette.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101422, Belmondo, Evelyne, (024) 777 400 719, evelyne.belmondo@heig-vd.ch, FEMALE, EC, Professeur
EID_101423, Dupont, Cédric, (024) 777 788 671, cedric.dupont@heig-vd.ch, MALE, COMEM, Etudiant
EID_101424, Dupond, Gilles, (024) 777 386 164, gilles.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_101425, Dupont, Frédéric, (024) 777 814 106, frederic.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_101426, Smith, Irène, (024) 777 547 848, irene.smith@heig-vd.ch, FEMALE, TIC, Etudiant
EID_101427, Clément, Emma, (024) 777 645 644, emma.clement@heig-vd.ch, FEMALE, TIC, Administratif
EID_101428, Dupont, Edgar, (024) 777 161 126, edgar.dupont@heig-vd.ch, MALE, COMEM, Administratif
EID_101429, Bauer, Fabien, (024) 777 559 219, fabien.bauer@heig-vd.ch, MALE, EC, Assistant
EID_101430, Simpson, Faustine, (024) 777 765 187, faustine.simpson@heig-vd.ch, FEMALE, EC, Assistant
EID_101431, Dupont, Jimmy, (024) 777 519 652, jimmy.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_101432, Belmondo, Bernadette, (024) 777 111 353, bernadette.belmondo@heig-vd.ch, FEMALE, COMEM, Professeur
EID_101433, Jones, Aurore, (024) 777 192 285, aurore.jones@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101434, Smith, Christine, (024) 777 161 153, christine.smith@heig-vd.ch, FEMALE, HEG, Etudiant
EID_101435, De Decker, Bryan, (024) 777 194 212, bryan.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_101436, Bauer, Fabienne, (024) 777 528 181, fabienne.bauer@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_101437, Delon, Carole, (024) 777 642 686, carole.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_101438, De Villiers, Marc, (024) 777 411 657, marc.devilliers@heig-vd.ch, MALE, HEG, Etudiant
EID_101439, Jones, Frédéric, (024) 777 769 730, frederic.jones@heig-vd.ch, MALE, HEG, Administratif
EID_101440, Dupont, Julie, (024) 777 879 385, julie.dupont@heig-vd.ch, FEMALE, TIN, Professeur
EID_101441, Marchand, Dorothé, (024) 777 799 574, dorothe.marchand@heig-vd.ch, FEMALE, HEG, Assistant
EID_101442, De Villiers, Luc, (024) 777 332 524, luc.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_101443, Bauer, Brigitte, (024) 777 638 498, brigitte.bauer@heig-vd.ch, FEMALE, TIN, Administratif
EID_101444, Marchand, Gontran, (024) 777 756 161, gontran.marchand@heig-vd.ch, MALE, HEG, Etudiant
EID_101445, Jones, Brigitte, (024) 777 651 665, brigitte.jones@heig-vd.ch, FEMALE, TIN, Professeur
EID_101446, Bauer, Danièle, (024) 777 538 624, daniele.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_101447, Simpson, Brigitte, (024) 777 842 462, brigitte.simpson@heig-vd.ch, FEMALE, EC, Professeur
EID_101448, De Villiers, Carole, (024) 777 298 465, carole.devilliers@heig-vd.ch, FEMALE, HEG, Professeur
EID_101449, Bauer, Charles, (024) 777 217 516, charles.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_101450, Marchand, Jimmy, (024) 777 119 519, jimmy.marchand@heig-vd.ch, MALE, EC, Professeur
EID_101451, Marchand, Didier, (024) 777 348 510, didier.marchand@heig-vd.ch, MALE, EC, Assistant
EID_101452, Dupont, Gontran, (024) 777 852 325, gontran.dupont@heig-vd.ch, MALE, DEPG, Assistant
EID_101453, Jones, Dorothé, (024) 777 409 530, dorothe.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_101454, Bauer, Evelyne, (024) 777 398 242, evelyne.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_101455, De Villiers, Cédric, (024) 777 144 381, cedric.devilliers@heig-vd.ch, MALE, HEG, Professeur
EID_101456, Delon, Bernadette, (024) 777 280 746, bernadette.delon@heig-vd.ch, FEMALE, TIN, Professeur
EID_101457, Simpson, Georgette, (024) 777 803 137, georgette.simpson@heig-vd.ch, FEMALE, HEG, Professeur
EID_101458, Bauer, Brigitte, (024) 777 256 532, brigitte.bauer@heig-vd.ch, FEMALE, EC, Etudiant
EID_101459, Dupond, Christine, (024) 777 305 410, christine.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_101460, Delon, Evelyne, (024) 777 441 134, evelyne.delon@heig-vd.ch, FEMALE, EC, Administratif
EID_101461, Bauer, Henri, (024) 777 808 851, henri.bauer@heig-vd.ch, MALE, TIN, Assistant
EID_101462, Bauer, Fabrice, (024) 777 610 843, fabrice.bauer@heig-vd.ch, MALE, EC, Administratif
